kind,name,detail,position,data_type,is_nullable,column_default
column,payments,deposit_account_id,8,uuid,YES,null
column,payments,notes,9,text,NO,''::text
column,payments,journal_entry_id,10,uuid,YES,null
column,payments,created_at,11,timestamp with time zone,NO,now()
column,project_members,id,1,uuid,NO,gen_random_uuid()
column,project_members,project_id,2,uuid,NO,null
column,project_members,tenant_id,3,uuid,NO,null
column,project_members,user_id,4,uuid,NO,null
column,project_members,role,5,text,NO,null
column,project_members,created_at,6,timestamp with time zone,NO,now()
column,project_phases,id,1,uuid,NO,gen_random_uuid()
column,project_phases,project_id,2,uuid,NO,null
column,project_phases,tenant_id,3,uuid,NO,null
column,project_phases,name,4,text,NO,null
column,project_phases,sequence,5,integer,NO,null
column,project_phases,start_date,6,date,YES,null
column,project_phases,end_date,7,date,YES,null
column,project_phases,status,8,phase_status,NO,'not_started'::phase_status
column,project_phases,color,9,text,YES,null
column,project_phases,description,10,text,YES,null
column,project_phases,created_at,11,timestamp with time zone,NO,now()
column,project_phases,updated_at,12,timestamp with time zone,NO,now()
column,project_templates,id,1,uuid,NO,gen_random_uuid()
column,project_templates,tenant_id,2,uuid,YES,null
column,project_templates,name,3,text,NO,null
column,project_templates,project_type,4,text,NO,null
column,project_templates,description,5,text,YES,null
column,project_templates,is_active,6,boolean,NO,true
column,project_templates,created_at,7,timestamp with time zone,NO,now()
column,projects,id,1,uuid,NO,gen_random_uuid()
column,projects,tenant_id,2,uuid,NO,null
column,projects,job_id,3,uuid,NO,null
column,projects,created_by,4,uuid,YES,null
column,projects,created_at,5,timestamp with time zone,NO,now()
column,projects,updated_at,6,timestamp with time zone,NO,now()
column,punch_list_items,id,1,uuid,NO,gen_random_uuid()
column,punch_list_items,tenant_id,2,uuid,NO,null
column,punch_list_items,project_id,3,uuid,NO,null
column,punch_list_items,title,4,text,NO,null
column,punch_list_items,description,5,text,YES,null
column,punch_list_items,location,6,text,YES,null
column,punch_list_items,trade,7,text,YES,null
column,punch_list_items,assigned_to,8,uuid,YES,null
column,punch_list_items,subcontractor_id,9,uuid,YES,null
column,punch_list_items,priority,10,punch_priority,NO,'normal'::punch_priority
column,punch_list_items,status,11,punch_status,NO,'open'::punch_status
column,punch_list_items,due_date,12,date,YES,null
column,punch_list_items,closed_at,13,timestamp with time zone,YES,null
column,punch_list_items,photo_ids,14,_uuid[],NO,'{}'::uuid[]
column,punch_list_items,created_by,15,uuid,YES,null
column,punch_list_items,created_at,16,timestamp with time zone,NO,now()
column,punch_list_items,updated_at,17,timestamp with time zone,NO,now()
column,purchase_orders,id,1,uuid,NO,gen_random_uuid()
column,purchase_orders,tenant_id,2,uuid,NO,null
column,purchase_orders,job_id,3,uuid,NO,null
column,purchase_orders,subcontractor_id,4,uuid,YES,null
column,purchase_orders,vendor_id,5,uuid,YES,null
column,purchase_orders,subcontract_id,6,uuid,YES,null
column,purchase_orders,budget_line_item_id,7,uuid,YES,null
column,purchase_orders,number,8,text,NO,null
column,purchase_orders,status,9,po_status,NO,'draft'::po_status
column,purchase_orders,description,10,text,NO,null
column,purchase_orders,scope_of_work,11,text,YES,null
column,purchase_orders,total_cents,12,bigint,NO,0
column,purchase_orders,retention_pct,13,numeric,NO,0
column,purchase_orders,start_date,14,date,YES,null
column,purchase_orders,end_date,15,date,YES,null
column,purchase_orders,issued_at,16,timestamp with time zone,YES,null
column,purchase_orders,acknowledged_at,17,timestamp with time zone,YES,null
column,purchase_orders,notes,18,text,YES,null
column,purchase_orders,document_id,19,uuid,YES,null
column,purchase_orders,created_by,20,uuid,YES,null
column,purchase_orders,created_at,21,timestamp with time zone,NO,now()
column,purchase_orders,updated_at,22,timestamp with time zone,NO,now()
column,retainage_releases,id,1,uuid,NO,gen_random_uuid()
column,retainage_releases,tenant_id,2,uuid,NO,null
column,retainage_releases,purchase_order_id,3,uuid,NO,null
column,retainage_releases,amount_cents,4,bigint,NO,null
column,retainage_releases,released_at,5,date,NO,null
column,retainage_releases,expense_id,6,uuid,YES,null
column,retainage_releases,notes,7,text,YES,null
column,retainage_releases,created_at,8,timestamp with time zone,NO,now()
column,rfis,id,1,uuid,NO,gen_random_uuid()
column,rfis,tenant_id,2,uuid,NO,null
column,rfis,project_id,3,uuid,NO,null
column,rfis,number,4,integer,NO,null
column,rfis,subject,5,text,NO,null
column,rfis,question,6,text,NO,null
column,rfis,answer,7,text,YES,null
column,rfis,status,8,rfi_status,NO,'draft'::rfi_status
column,rfis,priority,9,text,NO,'normal'::text
column,rfis,submitted_by,10,uuid,YES,null
column,rfis,assigned_to,11,uuid,YES,null
column,rfis,due_date,12,date,YES,null
column,rfis,submitted_at,13,timestamp with time zone,YES,null
column,rfis,answered_at,14,timestamp with time zone,YES,null
column,rfis,cost_impact_cents,15,bigint,YES,null
column,rfis,schedule_impact_days,16,integer,YES,null
column,rfis,document_ids,17,_uuid[],NO,'{}'::uuid[]
column,rfis,created_at,18,timestamp with time zone,NO,now()
column,rfis,updated_at,19,timestamp with time zone,NO,now()
column,schedule_items,id,1,uuid,NO,gen_random_uuid()
column,schedule_items,project_id,2,uuid,NO,null
column,schedule_items,tenant_id,3,uuid,NO,null
column,schedule_items,phase_id,4,uuid,YES,null
column,schedule_items,milestone_id,5,uuid,YES,null
column,schedule_items,type,6,schedule_item_type,NO,'task'::schedule_item_type
column,schedule_items,name,7,text,NO,null
column,schedule_items,description,8,text,YES,null
column,schedule_items,planned_start,9,date,YES,null
column,schedule_items,planned_end,10,date,YES,null
column,schedule_items,actual_start,11,date,YES,null
column,schedule_items,actual_end,12,date,YES,null
column,schedule_items,duration_days,13,integer,YES,null
column,schedule_items,assigned_to,14,uuid,YES,null
column,schedule_items,assigned_trade,15,text,YES,null
column,schedule_items,subcontractor_id,16,uuid,YES,null
column,schedule_items,status,17,task_status,NO,'not_started'::task_status
column,schedule_items,percent_complete,18,integer,NO,0
column,schedule_items,sequence,19,integer,NO,0
column,schedule_items,indent_level,20,integer,NO,0
column,schedule_items,is_collapsed,21,boolean,NO,false
column,schedule_items,color,22,text,YES,null
column,schedule_items,created_at,23,timestamp with time zone,NO,now()
column,schedule_items,updated_at,24,timestamp with time zone,NO,now()
column,selection_categories,id,1,uuid,NO,gen_random_uuid()
column,selection_categories,tenant_id,2,uuid,NO,null
column,selection_categories,project_id,3,uuid,NO,null
column,selection_categories,phase_id,4,uuid,YES,null
column,selection_categories,budget_line_item_id,5,uuid,YES,null
column,selection_categories,name,6,text,NO,null
column,selection_categories,description,7,text,YES,null
column,selection_categories,allowance_cents,8,bigint,NO,0
column,selection_categories,status,9,selection_status,NO,'pending'::selection_status
column,selection_categories,due_date,10,date,YES,null
column,selection_categories,sequence,11,integer,NO,0
column,selection_categories,is_client_visible,12,boolean,NO,true
column,selection_categories,notes,13,text,YES,null
column,selection_categories,created_at,14,timestamp with time zone,NO,now()
column,selection_categories,updated_at,15,timestamp with time zone,NO,now()
column,selection_options,id,1,uuid,NO,gen_random_uuid()
column,selection_options,category_id,2,uuid,NO,null
column,selection_options,name,3,text,NO,null
column,selection_options,description,4,text,YES,null
column,selection_options,sku,5,text,YES,null
column,selection_options,vendor,6,text,YES,null
column,selection_options,vendor_url,7,text,YES,null
column,selection_options,unit_cost_cents,8,bigint,NO,0
column,selection_options,unit_price_cents,9,bigint,NO,0
column,selection_options,lead_time_days,10,integer,YES,null
column,selection_options,image_urls,11,_text[],NO,'{}'::text[]
column,selection_options,is_active,12,boolean,NO,true
column,selection_options,sequence,13,integer,NO,0
column,selection_options,created_at,14,timestamp with time zone,NO,now()
column,sequences,tenant_id,1,uuid,NO,null
column,sequences,name,2,text,NO,null
column,sequences,year,3,integer,NO,null
column,sequences,current,4,integer,NO,0
column,settings,id,1,uuid,NO,gen_random_uuid()
column,settings,tenant_id,2,uuid,NO,null
column,settings,display_name,3,text,NO,''::text
column,settings,legal_name,4,text,NO,''::text
column,settings,address_line1,5,text,NO,''::text
column,settings,address_line2,6,text,NO,''::text
column,settings,city,7,text,NO,''::text
column,settings,state,8,text,NO,''::text
column,settings,zip,9,text,NO,''::text
column,settings,phone,10,text,NO,''::text
column,settings,email,11,text,NO,''::text
column,settings,website,12,text,NO,''::text
column,settings,license_number,13,text,NO,''::text
column,settings,logo_url,14,text,NO,''::text
column,settings,logo_base64,15,text,NO,''::text
column,settings,updated_at,16,timestamp with time zone,NO,now()
column,subcontract_change_orders,id,1,uuid,NO,gen_random_uuid()
column,subcontract_change_orders,tenant_id,2,uuid,NO,null
column,subcontract_change_orders,subcontract_id,3,uuid,NO,null
column,subcontract_change_orders,co_number,4,text,NO,null
column,subcontract_change_orders,description,5,text,NO,''::text
column,subcontract_change_orders,amount_cents,6,integer,NO,0
column,subcontract_change_orders,date_submitted,7,date,YES,null
column,subcontract_change_orders,date_approved,8,date,YES,null
column,subcontract_change_orders,status,9,text,NO,'Pending'::text
column,subcontract_change_orders,notes,10,text,NO,''::text
column,subcontract_change_orders,created_at,11,timestamp with time zone,NO,now()
column,subcontract_invoices,id,1,uuid,NO,gen_random_uuid()
column,subcontract_invoices,tenant_id,2,uuid,NO,null
column,subcontract_invoices,subcontract_id,3,uuid,NO,null
column,subcontract_invoices,sub_invoice_number,4,text,NO,''::text
column,subcontract_invoices,invoice_date,5,date,NO,null
column,subcontract_invoices,billing_period_from,6,date,YES,null
column,subcontract_invoices,billing_period_to,7,date,YES,null
column,subcontract_invoices,milestone_description,8,text,NO,''::text
column,subcontract_invoices,amount_billed_cents,9,integer,NO,0
column,subcontract_invoices,status,10,text,NO,'Received'::text
column,subcontract_invoices,payment_date,11,date,YES,null
column,subcontract_invoices,lien_waiver_status,12,text,NO,'None'::text
column,subcontract_invoices,notes,13,text,NO,''::text
column,subcontract_invoices,lien_waiver_document_url,14,text,NO,''::text
column,subcontract_invoices,lien_waiver_document_name,15,text,NO,''::text
column,subcontract_invoices,lien_waiver_document_size,16,integer,YES,null
column,subcontract_invoices,created_at,17,timestamp with time zone,NO,now()
column,subcontract_invoices,updated_at,18,timestamp with time zone,NO,now()
column,subcontractor_trades,id,1,uuid,NO,gen_random_uuid()
column,subcontractor_trades,subcontractor_id,2,uuid,NO,null
column,subcontractor_trades,tenant_id,3,uuid,NO,null
column,subcontractor_trades,trade,4,text,NO,null
column,subcontractor_trades,is_primary,5,boolean,NO,false
column,subcontractor_trades,hourly_rate_cents,6,bigint,YES,null
column,subcontractor_trades,notes,7,text,YES,null
column,subcontractors,id,1,uuid,NO,gen_random_uuid()
column,subcontractors,tenant_id,2,uuid,NO,null
column,subcontractors,name,3,text,NO,null
column,subcontractors,contact_name,4,text,NO,''::text
column,subcontractors,email,5,text,NO,''::text
column,subcontractors,phone,6,text,NO,''::text
column,subcontractors,address,7,text,NO,''::text
column,subcontractors,license_number,8,text,NO,''::text
column,subcontractors,license_expiration,9,date,YES,null
column,subcontractors,insurance_carrier,10,text,NO,''::text
column,subcontractors,coi_expiration,11,date,YES,null
column,subcontractors,w9_on_file,12,boolean,NO,false
column,subcontractors,is_1099_eligible,13,boolean,NO,true
column,subcontractors,ein_tax_id,14,text,NO,''::text
column,subcontractors,status,15,text,NO,'Active'::text
column,subcontractors,notes,16,text,NO,''::text
column,subcontractors,created_at,17,timestamp with time zone,NO,now()
column,subcontractors,updated_at,18,timestamp with time zone,NO,now()
column,subcontractors,license_state,19,text,YES,'CA'::text
column,subcontractors,license_expiry,20,date,YES,null
column,subcontractors,insurance_policy,21,text,YES,null
column,subcontractors,insurance_expiry,22,date,YES,null
column,subcontractors,rating,23,numeric,YES,null
column,subcontractors,rating_count,24,integer,NO,0
column,subcontractors,is_preferred,25,boolean,NO,false
column,subcontracts,id,1,uuid,NO,gen_random_uuid()
column,subcontracts,tenant_id,2,uuid,NO,null
column,subcontracts,subcontractor_id,3,uuid,NO,null
column,subcontracts,job_id,4,uuid,YES,null
column,subcontracts,description,5,text,NO,''::text
column,subcontracts,reference_number,6,text,NO,''::text
column,subcontracts,execution_date,7,date,YES,null
column,subcontracts,original_value_cents,8,integer,NO,0
column,subcontracts,status,9,text,NO,'Draft'::text
column,subcontracts,notes,10,text,NO,''::text
column,subcontracts,contract_document_url,11,text,NO,''::text
column,subcontracts,contract_document_name,12,text,NO,''::text
column,subcontracts,contract_document_size,13,integer,YES,null
column,subcontracts,created_at,14,timestamp with time zone,NO,now()
column,subcontracts,updated_at,15,timestamp with time zone,NO,now()
column,submittals,id,1,uuid,NO,gen_random_uuid()
column,submittals,tenant_id,2,uuid,NO,null
column,submittals,project_id,3,uuid,NO,null
column,submittals,number,4,text,NO,null
column,submittals,title,5,text,NO,null
column,submittals,type,6,text,YES,null
column,submittals,spec_section,7,text,YES,null
column,submittals,status,8,submittal_status,NO,'draft'::submittal_status
column,submittals,revision,9,integer,NO,0
column,submittals,submitted_by,10,uuid,YES,null
column,submittals,reviewed_by,11,uuid,YES,null
column,submittals,submitted_at,12,timestamp with time zone,YES,null
column,submittals,required_by,13,date,YES,null
column,submittals,reviewed_at,14,timestamp with time zone,YES,null
column,submittals,review_notes,15,text,YES,null
column,submittals,document_ids,16,_uuid[],NO,'{}'::uuid[]
column,submittals,created_at,17,timestamp with time zone,NO,now()
column,submittals,updated_at,18,timestamp with time zone,NO,now()
column,task_dependencies,id,1,uuid,NO,gen_random_uuid()
column,task_dependencies,project_id,2,uuid,NO,null
column,task_dependencies,task_id,3,uuid,NO,null
column,task_dependencies,depends_on_id,4,uuid,NO,null
column,task_dependencies,lag_days,5,integer,NO,0
column,template_phases,id,1,uuid,NO,gen_random_uuid()
column,template_phases,template_id,2,uuid,NO,null
column,template_phases,name,3,text,NO,null
column,template_phases,sequence,4,integer,NO,null
column,template_phases,duration_days,5,integer,NO,null
column,template_tasks,id,1,uuid,NO,gen_random_uuid()
column,template_tasks,template_id,2,uuid,NO,null
column,template_tasks,phase_id,3,uuid,YES,null
column,template_tasks,name,4,text,NO,null
column,template_tasks,duration_days,5,integer,NO,null
column,template_tasks,assigned_trade,6,text,YES,null
column,template_tasks,sequence,7,integer,NO,null
column,template_tasks,indent_level,8,integer,NO,0
column,template_tasks,depends_on_sequence,9,integer,YES,null
column,tenant_members,id,1,uuid,NO,gen_random_uuid()
column,tenant_members,tenant_id,2,uuid,NO,null
column,tenant_members,user_id,3,uuid,NO,null
column,tenant_members,role,4,member_role,NO,null
column,tenant_members,is_active,5,boolean,NO,true
column,tenant_members,invited_by,6,uuid,YES,null
column,tenant_members,invited_at,7,timestamp with time zone,YES,null
column,tenant_members,accepted_at,8,timestamp with time zone,YES,null
column,tenant_members,created_at,9,timestamp with time zone,NO,now()
column,tenants,id,1,uuid,NO,gen_random_uuid()
column,tenants,name,2,text,NO,null
column,tenants,slug,3,text,NO,null
column,tenants,created_at,4,timestamp with time zone,NO,now()
column,time_entries,id,1,uuid,NO,gen_random_uuid()
column,time_entries,tenant_id,2,uuid,NO,null
column,time_entries,job_id,3,uuid,NO,null
column,time_entries,project_id,4,uuid,YES,null
column,time_entries,user_id,5,uuid,NO,null
column,time_entries,date,6,date,NO,null
column,time_entries,hours,7,numeric,NO,null
column,time_entries,trade,8,text,YES,null
column,time_entries,description,9,text,YES,null
column,time_entries,is_billable,10,boolean,NO,true
column,time_entries,expense_item_id,11,uuid,YES,null
column,time_entries,approved_by,12,uuid,YES,null
column,time_entries,approved_at,13,timestamp with time zone,YES,null
column,time_entries,created_at,14,timestamp with time zone,NO,now()
column,user_profiles,id,1,uuid,NO,null
column,user_profiles,first_name,2,text,NO,null
column,user_profiles,last_name,3,text,NO,null
column,user_profiles,email,4,text,NO,null
column,user_profiles,phone,5,text,YES,null
column,user_profiles,avatar_url,6,text,YES,null
column,user_profiles,title,7,text,YES,null
column,user_profiles,twilio_opt_in,8,boolean,NO,true
column,user_profiles,created_at,9,timestamp with time zone,NO,now()
column,user_profiles,updated_at,10,timestamp with time zone,NO,now()
column,vendors,id,1,uuid,NO,gen_random_uuid()
column,vendors,tenant_id,2,uuid,NO,null
column,vendors,vendor_name,3,text,NO,null
column,vendors,category,4,text,NO,null
column,vendors,email,5,text,NO,''::text
column,vendors,phone,6,text,NO,''::text
column,vendors,address,7,text,NO,''::text
column,vendors,default_expense_account_id,8,uuid,YES,null
column,vendors,is_active,9,boolean,NO,true
column,vendors,is_1099_required,10,boolean,NO,false
column,vendors,notes,11,text,NO,''::text
column,vendors,created_at,12,timestamp with time zone,NO,now()
column,vendors,updated_at,13,timestamp with time zone,NO,now()
column,vendors,contact_name,14,text,YES,null
column,vendors,website,15,text,YES,null
column,vendors,payment_terms,16,text,YES,'Net 30'::text
column,warranty_claims,id,1,uuid,NO,gen_random_uuid()
column,warranty_claims,tenant_id,2,uuid,NO,null
column,warranty_claims,project_id,3,uuid,NO,null
column,warranty_claims,customer_id,4,uuid,NO,null
column,warranty_claims,title,5,text,NO,null
column,warranty_claims,description,6,text,NO,null
column,warranty_claims,category,7,text,YES,null
column,warranty_claims,location,8,text,YES,null
column,warranty_claims,status,9,warranty_status,NO,'submitted'::warranty_status
column,warranty_claims,priority,10,punch_priority,NO,'normal'::punch_priority
column,warranty_claims,assigned_to,11,uuid,YES,null
column,warranty_claims,subcontractor_id,12,uuid,YES,null
column,warranty_claims,submitted_at,13,timestamp with time zone,NO,now()
column,warranty_claims,scheduled_date,14,date,YES,null
column,warranty_claims,resolved_at,15,timestamp with time zone,YES,null
column,warranty_claims,resolution_notes,16,text,YES,null
column,warranty_claims,cost_to_repair_cents,17,bigint,YES,null
column,warranty_claims,is_billable_to_sub,18,boolean,NO,false
column,warranty_claims,photo_ids,19,_uuid[],NO,'{}'::uuid[]
column,warranty_claims,created_at,20,timestamp with time zone,NO,now()
column,warranty_claims,updated_at,21,timestamp with time zone,NO,now()
enum,budget_status,draft,1,null,null,null
enum,budget_status,active,2,null,null,null
enum,budget_status,locked,3,null,null,null
enum,budget_status,closed,4,null,null,null
enum,document_type,plan,1,null,null,null
enum,document_type,permit,2,null,null,null
enum,document_type,contract,3,null,null,null
enum,document_type,change_order,4,null,null,null
enum,document_type,invoice,5,null,null,null
enum,document_type,lien_waiver,6,null,null,null
enum,document_type,w9,7,null,null,null
enum,document_type,insurance_cert,8,null,null,null
enum,document_type,photo,9,null,null,null
enum,document_type,video,10,null,null,null
enum,document_type,submittal,11,null,null,null
enum,document_type,rfi,12,null,null,null
enum,document_type,specification,13,null,null,null
enum,document_type,warranty,14,null,null,null
enum,document_type,report,15,null,null,null
enum,document_type,other,16,null,null,null
enum,draw_status,draft,1,null,null,null
enum,draw_status,submitted,2,null,null,null
enum,draw_status,lender_reviewing,3,null,null,null
enum,draw_status,approved,4,null,null,null
enum,draw_status,funded,5,null,null,null
enum,draw_status,rejected,6,null,null,null
enum,estimate_status,draft,1,null,null,null
enum,estimate_status,internal_review,2,null,null,null
enum,estimate_status,sent,3,null,null,null
enum,estimate_status,viewed,4,null,null,null
enum,estimate_status,approved,5,null,null,null
enum,estimate_status,rejected,6,null,null,null
enum,estimate_status,expired,7,null,null,null
enum,estimate_status,superseded,8,null,null,null
enum,insight_severity,info,1,null,null,null
enum,insight_severity,warning,2,null,null,null
enum,insight_severity,critical,3,null,null,null
enum,insight_type,budget_risk,1,null,null,null
enum,insight_type,schedule_risk,2,null,null,null
enum,insight_type,scope_creep,3,null,null,null
enum,insight_type,margin_alert,4,null,null,null
enum,insight_type,overdue_rfi,5,null,null,null
enum,insight_type,overdue_milestone,6,null,null,null
enum,insight_type,insurance_expiring,7,null,null,null
enum,insight_type,lien_waiver_missing,8,null,null,null
enum,insight_type,client_approval_needed,9,null,null,null
enum,insight_type,draw_request_ready,10,null,null,null
enum,insight_type,general,11,null,null,null
enum,lien_waiver_type,conditional_progress,1,null,null,null
enum,lien_waiver_type,unconditional_progress,2,null,null,null
enum,lien_waiver_type,conditional_final,3,null,null,null
enum,lien_waiver_type,unconditional_final,4,null,null,null
enum,member_role,owner,1,null,null,null
enum,member_role,admin,2,null,null,null
enum,member_role,project_manager,3,null,null,null
enum,member_role,field_super,4,null,null,null
enum,member_role,accountant,5,null,null,null
enum,member_role,subcontractor,6,null,null,null
enum,member_role,client,7,null,null,null
enum,phase_status,not_started,1,null,null,null
enum,phase_status,in_progress,2,null,null,null
enum,phase_status,complete,3,null,null,null
enum,phase_status,approved,4,null,null,null
enum,phase_status,blocked,5,null,null,null
enum,po_status,draft,1,null,null,null
enum,po_status,sent,2,null,null,null
enum,po_status,acknowledged,3,null,null,null
enum,po_status,partially_received,4,null,null,null
enum,po_status,complete,5,null,null,null
enum,po_status,void,6,null,null,null
enum,punch_priority,low,1,null,null,null
enum,punch_priority,normal,2,null,null,null
enum,punch_priority,high,3,null,null,null
enum,punch_priority,blocking,4,null,null,null
enum,punch_status,open,1,null,null,null
enum,punch_status,in_progress,2,null,null,null
enum,punch_status,ready_for_review,3,null,null,null
enum,punch_status,closed,4,null,null,null
enum,punch_status,void,5,null,null,null
enum,rfi_status,draft,1,null,null,null
enum,rfi_status,submitted,2,null,null,null
enum,rfi_status,under_review,3,null,null,null
enum,rfi_status,answered,4,null,null,null
enum,rfi_status,closed,5,null,null,null
enum,rfi_status,void,6,null,null,null
enum,schedule_item_type,task,1,null,null,null
enum,schedule_item_type,milestone,2,null,null,null
enum,schedule_item_type,phase_summary,3,null,null,null
enum,schedule_item_type,procurement,4,null,null,null
enum,selection_status,pending,1,null,null,null
enum,selection_status,client_choosing,2,null,null,null
enum,selection_status,selected,3,null,null,null
enum,selection_status,approved,4,null,null,null
enum,selection_status,ordered,5,null,null,null
enum,selection_status,received,6,null,null,null
enum,selection_status,installed,7,null,null,null
enum,signature_status,pending,1,null,null,null
enum,signature_status,viewed,2,null,null,null
enum,signature_status,signed,3,null,null,null
enum,signature_status,declined,4,null,null,null
enum,signature_status,expired,5,null,null,null
enum,submittal_status,draft,1,null,null,null
enum,submittal_status,submitted,2,null,null,null
enum,submittal_status,under_review,3,null,null,null
enum,submittal_status,approved,4,null,null,null
enum,submittal_status,approved_as_noted,5,null,null,null
enum,submittal_status,revise_and_resubmit,6,null,null,null
enum,submittal_status,rejected,7,null,null,null
enum,submittal_status,void,8,null,null,null
enum,task_status,not_started,1,null,null,null
enum,task_status,in_progress,2,null,null,null
enum,task_status,complete,3,null,null,null
enum,task_status,blocked,4,null,null,null
enum,task_status,cancelled,5,null,null,null
enum,thread_type,general,1,null,null,null
enum,thread_type,rfi,2,null,null,null
enum,thread_type,submittal,3,null,null,null
enum,thread_type,selection,4,null,null,null
enum,thread_type,change_order,5,null,null,null
enum,thread_type,daily_log,6,null,null,null
enum,thread_type,warranty,7,null,null,null
enum,thread_type,admin,8,null,null,null
enum,warranty_status,submitted,1,null,null,null
enum,warranty_status,acknowledged,2,null,null,null
enum,warranty_status,scheduled,3,null,null,null
enum,warranty_status,in_progress,4,null,null,null
enum,warranty_status,resolved,5,null,null,null
enum,warranty_status,denied,6,null,null,null
enum,warranty_status,escalated,7,null,null,null
fk,accounts,tenant_id,null,tenants.id,CASCADE,accounts_tenant_id_fkey
fk,ai_conversations,job_id,null,jobs.id,NO ACTION,ai_conversations_job_id_fkey
fk,ai_conversations,project_id,null,projects.id,NO ACTION,ai_conversations_project_id_fkey
fk,ai_conversations,tenant_id,null,tenants.id,CASCADE,ai_conversations_tenant_id_fkey
fk,ai_conversations,user_id,null,user_profiles.id,NO ACTION,ai_conversations_user_id_fkey
fk,ai_generated_content,conversation_id,null,ai_conversations.id,NO ACTION,ai_generated_content_conversation_id_fkey
fk,ai_generated_content,job_id,null,jobs.id,NO ACTION,ai_generated_content_job_id_fkey
fk,ai_generated_content,project_id,null,projects.id,NO ACTION,ai_generated_content_project_id_fkey
fk,ai_generated_content,tenant_id,null,tenants.id,CASCADE,ai_generated_content_tenant_id_fkey
fk,ai_generated_content,user_id,null,user_profiles.id,NO ACTION,ai_generated_content_user_id_fkey
fk,ai_insights,acknowledged_by,null,user_profiles.id,NO ACTION,ai_insights_acknowledged_by_fkey
fk,ai_insights,job_id,null,jobs.id,NO ACTION,ai_insights_job_id_fkey
fk,ai_insights,project_id,null,projects.id,NO ACTION,ai_insights_project_id_fkey
fk,ai_insights,tenant_id,null,tenants.id,CASCADE,ai_insights_tenant_id_fkey
fk,ai_job_runs,tenant_id,null,tenants.id,CASCADE,ai_job_runs_tenant_id_fkey
fk,audit_log,tenant_id,null,tenants.id,NO ACTION,audit_log_tenant_id_fkey
fk,audit_log,user_id,null,user_profiles.id,NO ACTION,audit_log_user_id_fkey
fk,budget_line_items,account_id,null,accounts.id,NO ACTION,budget_line_items_account_id_fkey
fk,budget_line_items,budget_id,null,budgets.id,CASCADE,budget_line_items_budget_id_fkey
fk,budget_line_items,estimate_line_item_id,null,estimate_line_items.id,NO ACTION,budget_line_items_estimate_line_item_id_fkey
fk,budget_line_items,job_id,null,jobs.id,NO ACTION,budget_line_items_job_id_fkey
fk,budget_line_items,tenant_id,null,tenants.id,CASCADE,budget_line_items_tenant_id_fkey
fk,budgets,created_by,null,user_profiles.id,NO ACTION,budgets_created_by_fkey
fk,budgets,estimate_id,null,estimates.id,NO ACTION,budgets_estimate_id_fkey
fk,budgets,job_id,null,jobs.id,CASCADE,budgets_job_id_fkey
fk,budgets,tenant_id,null,tenants.id,CASCADE,budgets_tenant_id_fkey
fk,change_order_line_items,account_id,null,accounts.id,NO ACTION,change_order_line_items_account_id_fkey
fk,change_order_line_items,budget_line_item_id,null,budget_line_items.id,NO ACTION,change_order_line_items_budget_line_item_id_fkey
fk,change_order_line_items,job_change_order_id,null,job_change_orders.id,CASCADE,change_order_line_items_job_change_order_id_fkey
fk,change_order_line_items,tenant_id,null,tenants.id,CASCADE,change_order_line_items_tenant_id_fkey
fk,client_selections,approved_by,null,user_profiles.id,NO ACTION,client_selections_approved_by_fkey
fk,client_selections,category_id,null,selection_categories.id,CASCADE,client_selections_category_id_fkey
fk,client_selections,customer_id,null,customers.id,NO ACTION,client_selections_customer_id_fkey
fk,client_selections,job_change_order_id,null,job_change_orders.id,NO ACTION,client_selections_job_change_order_id_fkey
fk,client_selections,option_id,null,selection_options.id,NO ACTION,client_selections_option_id_fkey
fk,client_selections,project_id,null,projects.id,NO ACTION,client_selections_project_id_fkey
fk,client_selections,tenant_id,null,tenants.id,CASCADE,client_selections_tenant_id_fkey
fk,customers,tenant_id,null,tenants.id,CASCADE,customers_tenant_id_fkey
fk,daily_log_photos,daily_log_id,null,daily_logs.id,CASCADE,daily_log_photos_daily_log_id_fkey
fk,daily_log_photos,document_id,null,documents.id,NO ACTION,daily_log_photos_document_id_fkey
fk,daily_logs,author_id,null,user_profiles.id,NO ACTION,daily_logs_author_id_fkey
fk,daily_logs,project_id,null,projects.id,CASCADE,daily_logs_project_id_fkey
fk,daily_logs,tenant_id,null,tenants.id,CASCADE,daily_logs_tenant_id_fkey
fk,document_embeddings,document_id,null,documents.id,CASCADE,document_embeddings_document_id_fkey
fk,document_embeddings,tenant_id,null,tenants.id,CASCADE,document_embeddings_tenant_id_fkey
fk,document_folders,parent_id,null,document_folders.id,NO ACTION,document_folders_parent_id_fkey
fk,document_folders,project_id,null,projects.id,CASCADE,document_folders_project_id_fkey
fk,document_folders,tenant_id,null,tenants.id,CASCADE,document_folders_tenant_id_fkey
fk,document_signatures,document_id,null,documents.id,CASCADE,document_signatures_document_id_fkey
fk,document_signatures,signer_id,null,user_profiles.id,NO ACTION,document_signatures_signer_id_fkey
fk,document_signatures,tenant_id,null,tenants.id,CASCADE,document_signatures_tenant_id_fkey
fk,documents,folder_id,null,document_folders.id,NO ACTION,documents_folder_id_fkey
fk,documents,parent_id,null,documents.id,NO ACTION,documents_parent_id_fkey
fk,documents,project_id,null,projects.id,CASCADE,documents_project_id_fkey
fk,documents,tenant_id,null,tenants.id,CASCADE,documents_tenant_id_fkey
